#timestamp tx ty tz qx qy qz qw
292.5423727700  0.068312 -0.170889  0.156457 0.004314 -0.021245 0.002118 0.999763
292.6424327900  0.067337 -0.161263  0.171904 0.002381 -0.027256 0.005800 0.999609
292.7423948000  0.065061 -0.151907  0.134958 0.005217 -0.020193 0.008104 0.999750
292.8423960000  0.069183 -0.150075  0.091950 0.011593 -0.008318 0.007684 0.999869
292.9423728800  0.100490 -0.148297  0.054932 0.016046 0.005996 0.009125 0.999812
293.0422187600  0.140350 -0.139204  0.026435 0.016634 0.023490 0.017935 0.999425
293.1419115800  0.176035 -0.122502  0.005554 0.012078 0.037633 0.035034 0.998604
293.2415362200  0.209139 -0.097191 -0.005947 0.003851 0.043278 0.059425 0.997287
293.3411472700  0.232870 -0.050626 -0.009336 -0.005615 0.042328 0.088579 0.995154
293.4408955300  0.220156 -0.007448 -0.012146 -0.013429 0.039135 0.118603 0.992079
293.5409979900  0.207562  0.027780 -0.013036 -0.016257 0.035363 0.142341 0.989052
293.6414080800  0.200341  0.060198 -0.005558 -0.012653 0.030432 0.161676 0.986293
293.7419790000  0.207068  0.086254 -0.000255 -0.004745 0.030406 0.176421 0.983834
293.8425112500 0.225138 0.112251 0.014155 0.001387 0.034331 0.188430 0.981485
293.9429053600 0.249787 0.139144 0.027099 0.001224 0.041735 0.198661 0.979178
294.0430956600 0.281036 0.173465 0.036886 -0.002310 0.046651 0.207577 0.977103
294.1431370700 0.305098 0.204298 0.049483 -0.005882 0.046562 0.216123 0.975238
294.2429738500 0.330069 0.235164 0.063150 -0.011502 0.045841 0.224164 0.973405
294.3426680900 0.356499 0.271786 0.060118 -0.018016 0.045381 0.231517 0.971605
294.4423856500 0.385624 0.313866 0.066752 -0.024589 0.040599 0.238431 0.969999
294.5420556900 0.428767 0.349986 0.071779 -0.030517 0.035424 0.247676 0.967714
294.6417380500 0.477900 0.396169 0.078378 -0.031683 0.030023 0.261276 0.964277
294.7414233000 0.528784 0.433379 0.103224 -0.028775 0.023083 0.280821 0.959051
294.8412009800 0.565586 0.463828 0.122943 -0.026426 0.017609 0.302855 0.952507
294.9410986200 0.591107 0.497648 0.132696 -0.024284 0.013513 0.324024 0.945641
295.0412592700 0.603587 0.534962 0.135215 -0.022966 0.012789 0.340134 0.940009
295.1416184300 0.626472 0.572344 0.124607 -0.022363 0.017578 0.350416 0.936162
295.2421153100 0.664854 0.619035 0.124245 -0.021999 0.022011 0.356304 0.933852
295.3425804400 0.701757 0.676834 0.125970 -0.023223 0.025298 0.358626 0.932849
295.4429254600 0.738086 0.732505 0.129505 -0.025288 0.027088 0.358128 0.932937
295.5430906100 0.771351 0.793776 0.138207 -0.027101 0.026660 0.356653 0.933463
295.6430299100 0.808062 0.848079 0.151182 -0.027094 0.024854 0.355037 0.934129
295.7428344500 0.834328 0.895280 0.158303 -0.024649 0.018458 0.353328 0.934993
295.8425178600 0.873530 0.940570 0.170472 -0.019747 0.013133 0.352405 0.935547
295.9420977600 0.918733 0.985809 0.182805 -0.017132 0.009246 0.353298 0.935308
296.0415719600 0.969844 1.036005 0.192469 -0.018048 0.006987 0.356753 0.933998
296.1411542800 1.012244 1.080261 0.194266 -0.021959 0.005875 0.361312 0.932168
296.2408809100 1.064198 1.130781 0.207892 -0.026184 0.005599 0.367015 0.929830
296.3407143100 1.122471 1.182385 0.212251 -0.031071 0.006860 0.374463 0.926696
296.4407209600 1.169669 1.243565 0.223079 -0.032197 0.004045 0.385172 0.922274
296.5408371500 1.210407 1.291155 0.230504 -0.031112 -0.000215 0.398566 0.916612
296.6410475900 1.238660 1.336394 0.242502 -0.030967 -0.004452 0.411944 0.910672
296.7413718300 1.265298 1.385251 0.240867 -0.033149 -0.005943 0.423830 0.905115
296.8418328100 1.287359 1.430010 0.237523 -0.034733 -0.006195 0.431307 0.901515
296.9423053700 1.305176 1.473055 0.238309 -0.035585 -0.006567 0.432604 0.900858
297.0427538500 1.323851 1.531028 0.251942 -0.037859 -0.004388 0.427986 0.902981
297.1431033300 1.359297 1.591814 0.281480 -0.041929 -0.004183 0.420033 0.906530
297.2431758500 1.393124 1.657380 0.306858 -0.047468 -0.007188 0.411704 0.910052
297.3430288200 1.437788 1.735897 0.312270 -0.051410 -0.009909 0.405182 0.912736
297.4425593900 1.480272 1.804860 0.319074 -0.054490 -0.012278 0.403752 0.913162
297.5419448000 1.535590 1.873977 0.311151 -0.057641 -0.012097 0.407907 0.911122
297.6413278200 1.586031 1.939228 0.307655 -0.058772 -0.013735 0.416934 0.906931
297.7408792900 1.634447 1.988659 0.308740 -0.057572 -0.016432 0.428092 0.901750
297.8406628100 1.672918 2.043766 0.318365 -0.054131 -0.014132 0.438170 0.897149
297.9406571600 1.723756 2.088358 0.338682 -0.051771 -0.008146 0.445744 0.893625
298.0409373500 1.766867 2.144195 0.356206 -0.051426 -0.002349 0.449318 0.891888
298.1413637000 1.812575 2.197853 0.353765 -0.051032 0.001520 0.450324 0.891404
298.2418090200 1.863606 2.261897 0.336126 -0.045935 0.003436 0.450232 0.891723
298.3421116900 1.904955 2.318895 0.335061 -0.036953 0.002275 0.449381 0.892573
298.4423788800 1.944945 2.371780 0.352899 -0.029354 -0.001954 0.446044 0.894527
298.5425331000 1.969169 2.429012 0.376183 -0.025252 -0.005605 0.440425 0.897417
298.6426614900 1.996232 2.488584 0.398950 -0.023021 -0.007824 0.432515 0.901299
298.7425930500 2.032891 2.557099 0.412631 -0.020426 -0.011395 0.424978 0.904902
298.8423351800 2.083527 2.624698 0.417142 -0.017080 -0.007562 0.419910 0.907373
298.9419658800 2.145705 2.691565 0.431078 -0.015054 -0.005665 0.418669 0.907997
299.0415542800 2.203113 2.761579 0.442070 -0.017166 -0.010693 0.422078 0.906334
299.1410838200 2.256030 2.837965 0.439612 -0.020853 -0.016038 0.430868 0.902031
299.2406569600 2.296829 2.897240 0.441106 -0.024194 -0.015823 0.443483 0.895817
299.3404783300 2.344629 2.972397 0.456653 -0.026890 -0.013509 0.456424 0.889253
299.4405819000 2.369443 3.033908 0.459692 -0.026457 -0.011447 0.467825 0.883351
299.5409442900 2.397932 3.098411 0.465357 -0.023589 -0.011151 0.475187 0.879498
299.6414422600 2.426645 3.161471 0.467534 -0.020499 -0.010992 0.477865 0.878125
299.7419998100 2.456091 3.229581 0.465697 -0.017229 -0.009410 0.475324 0.879592
299.8424871100 2.488168 3.302241 0.464867 -0.014418 -0.007408 0.468594 0.883265
299.9427770800 2.518814 3.379399 0.479309 -0.014690 -0.003845 0.459524 0.888035
300.0428259500 2.572098 3.476991 0.494422 -0.019015 0.009128 0.451170 0.892189
300.1425699000 2.617227 3.572365 0.505107 -0.023451 0.018474 0.445675 0.894697
300.2421423500 2.673167 3.659005 0.517325 -0.028473 0.025013 0.442739 0.895849
300.3416339000 2.718587 3.747612 0.525367 -0.032252 0.022362 0.442262 0.896027
300.4411762000 2.773349 3.826371 0.518612 -0.037401 0.020167 0.445038 0.894503
300.5407221600 2.838694 3.920145 0.509092 -0.043299 0.022458 0.453439 0.889951
300.6403790000 2.894249 4.003945 0.521935 -0.050938 0.031426 0.465354 0.883099
300.7402823300 2.949231 4.092070 0.532823 -0.061450 0.043722 0.476427 0.875973
300.8404687800 2.995008 4.173273 0.539186 -0.067948 0.051370 0.483209 0.871352
300.9409574600 3.037145 4.243930 0.539508 -0.070570 0.053717 0.484236 0.870431
301.0415792200 3.084540 4.316783 0.529392 -0.067234 0.048458 0.480680 0.872971
301.1421384500 3.126943 4.381192 0.526078 -0.059357 0.038840 0.474171 0.877571
301.2425094500 3.175770 4.450177 0.546562 -0.051261 0.028161 0.466958 0.882343
301.3425610100 3.223510 4.520977 0.566028 -0.043816 0.018867 0.459794 0.886743
301.4423087400 3.276324 4.587874 0.582107 -0.035997 0.011841 0.454327 0.890029
301.5418642500 3.341166 4.663157 0.593626 -0.028912 0.011020 0.452827 0.891061
301.6413342800 3.408257 4.743135 0.605702 -0.025521 0.015839 0.454958 0.890006
301.7408371300 3.475627 4.823536 0.617585 -0.026258 0.015123 0.459861 0.887474
301.8405332300 3.537226 4.905383 0.620780 -0.025550 0.003674 0.466214 0.884295
301.9403705100 3.593201 4.976445 0.639667 -0.026617 -0.005369 0.473872 0.880175
302.0403525800 3.645120 5.057818 0.652998 -0.030727 -0.003165 0.481805 0.875734
302.1405872100 3.696498 5.135128 0.671019 -0.036612 0.005276 0.485253 0.873591
302.2411131700 3.750618 5.217753 0.666243 -0.040672 0.010029 0.482748 0.874757
302.3417887000 3.801251 5.299432 0.652807 -0.037603 0.006495 0.473477 0.879979
302.4423980600 3.852241 5.376309 0.649286 -0.031286 0.000975 0.460623 0.887044
302.5426668400 3.919069 5.458302 0.668101 -0.027122 -0.001944 0.449864 0.892683
302.6424758200 3.976333 5.548717 0.703941 -0.025028 -0.002744 0.443849 0.895748
302.7420063300 4.037738 5.635698 0.722785 -0.024339 -0.002467 0.441346 0.897003
302.8413819500 4.100084 5.721889 0.732982 -0.023459 -0.003719 0.440401 0.897487
302.9408468600 4.156090 5.802943 0.732849 -0.021704 -0.008462 0.439906 0.897742
303.0404178600 4.226762 5.884854 0.722442 -0.022675 -0.011310 0.440721 0.897286
303.1400934300 4.301476 5.986128 0.728505 -0.026139 -0.010348 0.445602 0.894790
303.2398199300 4.370023 6.079258 0.753314 -0.030329 -0.008443 0.455259 0.889802
303.3396889100 4.429927 6.173931 0.777663 -0.034228 -0.006016 0.466268 0.883961
303.4397855700 4.482068 6.266219 0.784674 -0.036557 -0.005645 0.475260 0.879067
303.5400937100 4.536338 6.348752 0.773452 -0.033305 -0.008960 0.480601 0.876261
303.6405644000 4.589000 6.425332 0.767154 -0.029335 -0.011386 0.481668 0.875789
303.7410638900 4.646830 6.514998 0.778570 -0.033804 -0.001256 0.478466 0.877454
303.8415464700 4.712544 6.614888 0.807656 -0.043585 0.012044 0.470692 0.881138
303.9419264100 4.778691 6.702988 0.823881 -0.048407 0.015363 0.459868 0.886534
304.0420711500 4.848418 6.790338 0.830608 -0.046489 0.011802 0.449087 0.892200
304.1418740000 4.929770 6.870378 0.828125 -0.043704 0.005779 0.442514 0.895678
304.2413507800 5.012237 6.956785 0.823670 -0.044583 0.003638 0.442526 0.895640
304.3406467900 5.084975 7.043038 0.830569 -0.047656 0.004610 0.448627 0.892435
304.4400119900 5.155898 7.119114 0.853332 -0.050624 0.007840 0.455043 0.888995
304.5397314700 5.220843 7.196826 0.869245 -0.050357 0.009813 0.459442 0.886725
304.6397506800 5.287595 7.271060 0.875797 -0.047084 0.011504 0.462847 0.885112
304.7399939500 5.353066 7.343446 0.874023 -0.040521 0.011238 0.464285 0.884687
304.8404168200 5.415227 7.417522 0.879088 -0.035155 0.008764 0.462383 0.885940
304.9409248400 5.470814 7.502318 0.899597 -0.033587 0.006547 0.458078 0.888253
305.0413480000 5.529861 7.589180 0.923362 -0.037242 0.005547 0.453413 0.890505
305.1416320400 5.592066 7.687608 0.930607 -0.043173 0.009020 0.448508 0.892690
305.2417253100 5.653354 7.780078 0.938737 -0.042785 0.009899 0.445584 0.894162
305.3416232000 5.717445 7.870115 0.935733 -0.040952 0.006517 0.444465 0.894836
305.4414041700 5.792312 7.956121 0.926619 -0.037493 0.000430 0.445763 0.894365
305.5409957800 5.858181 8.054453 0.920841 -0.036003 -0.000382 0.451805 0.891390
305.6405413700 5.926119 8.152544 0.949070 -0.037387 0.004584 0.462741 0.885693
305.7402236700 5.986968 8.248013 0.960102 -0.038687 0.010660 0.473856 0.879687
305.8402425900 6.051676 8.335120 0.972135 -0.038419 0.016605 0.480731 0.875868
305.9405380800 6.112407 8.428748 0.971252 -0.038311 0.021053 0.481592 0.875305
306.0409536700 6.175488 8.522088 0.962588 -0.038144 0.026323 0.476770 0.877806
306.1413663200 6.242246 8.617673 0.971641 -0.039266 0.036004 0.467274 0.882506
306.2416095300 6.307531 8.719337 1.010539 -0.041717 0.044977 0.456529 0.887591
306.3416575700 6.370111 8.820915 1.022599 -0.044443 0.049465 0.447505 0.891806
306.4414534700 6.436882 8.914065 1.026662 -0.043820 0.050371 0.441277 0.894884
306.5410746000 6.507505 9.002853 1.031605 -0.039063 0.043211 0.439231 0.896483
306.6405355200 6.573884 9.087214 1.026801 -0.036255 0.035242 0.443456 0.894869
306.7399458800 6.638651 9.165093 1.038935 -0.034413 0.028914 0.453944 0.889896
306.8394406800 6.697258 9.236940 1.061376 -0.032387 0.022815 0.465801 0.884002
306.9392834400 6.757313 9.311725 1.076565 -0.030900 0.021961 0.473800 0.879816
307.0395540600 6.818974 9.386362 1.083713 -0.028819 0.019838 0.475276 0.879141
307.1401790500 6.889175 9.474661 1.069208 -0.029129 0.023227 0.471095 0.881296
307.2408842300 6.955369 9.564497 1.075012 -0.027177 0.024016 0.463334 0.885441
307.3414557300 7.014769 9.652259 1.098062 -0.025030 0.020001 0.454479 0.890181
307.4417923600 7.066194 9.732857 1.133986 -0.022427 0.010917 0.445695 0.894837
307.5418528800 7.129188 9.826722 1.144486 -0.022644 0.007808 0.438658 0.898335
307.6416060400 7.193063 9.915341 1.151664 -0.021281 0.002337 0.435927 0.899727
307.7411081900  7.255754 10.005235  1.154212 -0.017724 -0.009382 0.437943 0.898779
307.8404517700  7.325351 10.087894  1.147468 -0.016004 -0.018227 0.446481 0.894464
307.9397156100  7.391548 10.172201  1.165465 -0.016104 -0.020260 0.460667 0.887195
308.0391222400  7.456944 10.245525  1.188367 -0.019880 -0.019634 0.474442 0.879843
308.1389842900  7.515443 10.316776  1.205957 -0.026166 -0.015763 0.480281 0.876583
308.2394310000  7.583735 10.393638  1.206557 -0.032610 -0.012837 0.476099 0.878693
308.3401500900  7.651851 10.481549  1.194954 -0.034213 -0.012656 0.466269 0.883890
308.4408211300  7.719030 10.576354  1.198690 -0.033375 -0.012885 0.458042 0.888210
308.5411080400  7.786776 10.680039  1.217002 -0.036599 -0.009578 0.455412 0.889477
308.6410589600  7.850626 10.778939  1.234387 -0.042287 -0.003817 0.458204 0.887833
308.7408238800  7.920719 10.872239  1.238813 -0.046427 0.004014 0.461467 0.885933
308.8406823200  7.990619 10.951938  1.237248 -0.045723 0.007410 0.463050 0.885121
308.9406147500  8.065839 11.026796  1.239674 -0.043064 0.005082 0.463152 0.885218
309.0405703300  8.133117 11.105506  1.251352 -0.043409 0.001894 0.464105 0.884714
309.1404342800  8.204859 11.194984  1.271735 -0.044648 0.001634 0.467944 0.882628
309.2402463200  8.266588 11.263590  1.293691 -0.042214 -0.004176 0.474286 0.879348
309.3400501200  8.319380 11.337044  1.307410 -0.036708 -0.012905 0.480191 0.876300
309.4399913500  8.377213 11.409283  1.302256 -0.030496 -0.019412 0.483715 0.874479
309.5401438700  8.440910 11.482275  1.298294 -0.024334 -0.022067 0.482107 0.875496
309.6404572900  8.499918 11.558681  1.312597 -0.020549 -0.022160 0.475424 0.879238
309.7408377000  8.559233 11.654517  1.342991 -0.022245 -0.017409 0.466872 0.883874
309.8411038000  8.621225 11.747289  1.367120 -0.026612 -0.014280 0.457069 0.888919
309.9412491700  8.692068 11.848364  1.363195 -0.028217 -0.009098 0.449159 0.892960
310.0410594100  8.767511 11.945553  1.359031 -0.023067 -0.007672 0.448445 0.893480
310.1406021000  8.841135 12.028466  1.359411 -0.016877 -0.010964 0.455108 0.890209
310.2400789100  8.912639 12.109910  1.364810 -0.015109 -0.011584 0.464547 0.885344
310.3396670900  8.990208 12.188693  1.391252 -0.017500 -0.005245 0.474212 0.880221
310.4395052100  9.061823 12.268320  1.414623 -0.024105 0.000791 0.479531 0.877194
310.5397038400  9.134437 12.346357  1.426447 -0.033018 0.007760 0.476665 0.878431
310.6401479100  9.209651 12.440769  1.421258 -0.039287 0.012397 0.468681 0.882406
310.7405275000  9.284101 12.533197  1.403580 -0.041951 0.017442 0.458619 0.887471
310.8407313600  9.363885 12.621052  1.413406 -0.038188 0.021314 0.450120 0.891896
310.9407394100  9.433849 12.707057  1.441087 -0.032579 0.021899 0.441783 0.896263
311.0406177100  9.498811 12.782307  1.476755 -0.031194 0.019004 0.434369 0.899994
311.1403734500  9.565645 12.866435  1.498390 -0.032170 0.014580 0.429013 0.902608
311.2400081900  9.641134 12.944817  1.505705 -0.034986 0.011911 0.425954 0.903990
311.3396369700  9.714861 13.026194  1.507560 -0.038974 0.008547 0.425609 0.904027
311.4392960100  9.788612 13.102119  1.519387 -0.042984 0.004410 0.427968 0.902761
311.5390744500  9.865318 13.176567  1.536915 -0.047062 0.003025 0.432686 0.900311
311.6390302100  9.942659 13.250103  1.554671 -0.050191 0.006756 0.436700 0.898181
311.7392025300 10.014147 13.319386  1.569068 -0.052735 0.007938 0.438048 0.897368
311.8395051000 10.080629 13.380701  1.564725 -0.050652 0.000834 0.437195 0.897939
311.9398458700 10.148028 13.441586  1.559162 -0.045259 -0.007743 0.434292 0.899601
312.0401027300 10.218695 13.514087  1.577216 -0.043699 -0.011322 0.431400 0.901031
312.1402439600 10.294126 13.587019  1.602043 -0.046210 -0.009406 0.430181 0.901510
312.2401846800 10.368311 13.663349  1.608588 -0.048503 -0.004571 0.428733 0.902117
312.3400554600 10.449460 13.740006  1.615631 -0.048027 0.000327 0.426930 0.903009
312.4399737400 10.529886 13.812952  1.620569 -0.045614 -0.002623 0.427182 0.903011
312.5397979300 10.610187 13.886856  1.624950 -0.046702 -0.007570 0.429883 0.901644
312.6395967200 10.692564 13.962571  1.634092 -0.051274 -0.009558 0.436238 0.898319
312.7394121600 10.773082 14.039191  1.649596 -0.056505 -0.007150 0.444603 0.893915
312.8393628200 10.850963 14.119293  1.661542 -0.061326 -0.000629 0.451528 0.890147
312.9394505700 10.924782 14.194630  1.667527 -0.064193 0.001221 0.455761 0.887784
313.0396662400 10.998795 14.269979  1.657614 -0.063618 -0.001487 0.456675 0.887355
313.1400024700 11.067126 14.342357  1.654994 -0.060265 -0.003652 0.454076 0.888915
313.2403383900 11.134467 14.423809  1.672631 -0.058296 -0.003986 0.448485 0.891879
313.3406086100 11.202745 14.509373  1.695316 -0.057603 -0.002545 0.441806 0.895256
313.4406500700 11.281432 14.604770  1.703632 -0.055963 0.002005 0.437523 0.897462
313.5404044100 11.360948 14.693735  1.711516 -0.053636 0.006396 0.437295 0.897695
313.6400005100 11.436887 14.773293  1.708812 -0.049017 0.005290 0.439149 0.897061
313.7396360300 11.514822 14.845816  1.713079 -0.041074 0.000409 0.443104 0.895528
313.8393514200 11.589341 14.922769  1.737604 -0.033952 -0.003242 0.449051 0.892855
313.9391908400 11.650220 14.997337  1.768242 -0.028871 -0.008606 0.456441 0.889243
314.0391124400 11.698643 15.065241  1.799167 -0.029888 -0.018991 0.464117 0.885066
314.1391712800 11.751141 15.143737  1.790003 -0.036222 -0.026524 0.468645 0.882245
314.2394406300 11.805734 15.223960  1.771655 -0.041745 -0.028668 0.467344 0.882624
314.3398146600 11.865636 15.309303  1.772397 -0.044622 -0.026860 0.461082 0.885828
314.4402711100 11.929653 15.397270  1.785348 -0.043749 -0.023858 0.451008 0.891128
314.5404940100 11.998423 15.483974  1.791467 -0.038547 -0.020492 0.442350 0.895779
314.6404533900 12.075462 15.570714  1.803178 -0.031651 -0.017625 0.437702 0.898390
314.7401150200 12.154160 15.651498  1.803156 -0.026844 -0.016153 0.436433 0.899191
314.8397112200 12.236262 15.735059  1.802632 -0.025757 -0.015126 0.437932 0.898512
314.9392644500 12.319606 15.821891  1.805612 -0.027227 -0.011936 0.441919 0.896562
315.0389320100 12.403493 15.909068  1.821249 -0.031346 -0.005030 0.446797 0.894072
315.1387271000 12.480938 15.990676  1.831553 -0.033992 0.003903 0.450805 0.891966
315.2388180700 12.551202 16.068541  1.840505 -0.034228 0.007254 0.452133 0.891264
315.3391599400 12.619036 16.141169  1.829549 -0.030312 0.002807 0.450268 0.892374
315.4396136300 12.685492 16.212093  1.821158 -0.023310 -0.003282 0.445071 0.895186
315.5399770800 12.756364 16.294781  1.840714 -0.022615 -0.001197 0.437909 0.898734
315.6402444900 12.827176 16.378078  1.863862 -0.025781 0.004187 0.429154 0.902854
315.7402986100 12.904190 16.463413  1.862812 -0.026301 0.010933 0.420412 0.906886
